cod_ine,fecha,plazas,plazas_por_vivienda,viviendas_turisticas,fuente
28065,2025-11-01,169,2.41,70,"INE, Viviendas turísticas en España, tabla 39363"
28074,2025-11-01,122,3.13,39,"INE, Viviendas turísticas en España, tabla 39363"
28079,2025-11-01,38095,3.01,12637,"INE, Viviendas turísticas en España, tabla 39363"
28080,2025-11-01,57,2.38,24,"INE, Viviendas turísticas en España, tabla 39363"
28092,2025-11-01,159,2.74,58,"INE, Viviendas turísticas en España, tabla 39363"
28096,2025-11-01,83,6.38,13,"INE, Viviendas turísticas en España, tabla 39363"
28106,2025-11-01,82,2.22,37,"INE, Viviendas turísticas en España, tabla 39363"
28113,2025-11-01,92,4.0,23,"INE, Viviendas turísticas en España, tabla 39363"
28115,2025-11-01,116,2.27,51,"INE, Viviendas turísticas en España, tabla 39363"
28123,2025-11-01,212,3.37,63,"INE, Viviendas turísticas en España, tabla 39363"
28127,2025-11-01,165,3.37,49,"INE, Viviendas turísticas en España, tabla 39363"
28130,2025-11-01,11,3.67,3,"INE, Viviendas turísticas en España, tabla 39363"
28134,2025-11-01,499,3.59,139,"INE, Viviendas turísticas en España, tabla 39363"
28148,2025-11-01,247,3.17,78,"INE, Viviendas turísticas en España, tabla 39363"
28161,2025-11-01,85,3.15,27,"INE, Viviendas turísticas en España, tabla 39363"
28181,2025-11-01,97,3.23,30,"INE, Viviendas turísticas en España, tabla 39363"
28903,2025-11-01,58,2.32,25,"INE, Viviendas turísticas en España, tabla 39363"
29007,2025-11-01,1307,4.86,269,"INE, Viviendas turísticas en España, tabla 39363"
29015,2025-11-01,862,5.35,161,"INE, Viviendas turísticas en España, tabla 39363"
29025,2025-11-01,17592,4.53,3885,"INE, Viviendas turísticas en España, tabla 39363"
29051,2025-11-01,18328,5.04,3634,"INE, Viviendas turísticas en España, tabla 39363"
29054,2025-11-01,14802,4.69,3158,"INE, Viviendas turísticas en España, tabla 39363"
29067,2025-11-01,35974,4.16,8638,"INE, Viviendas turísticas en España, tabla 39363"
29069,2025-11-01,40542,5.12,7914,"INE, Viviendas turísticas en España, tabla 39363"
29070,2025-11-01,23842,4.78,4993,"INE, Viviendas turísticas en España, tabla 39363"
29082,2025-11-01,3634,4.96,732,"INE, Viviendas turísticas en España, tabla 39363"
29084,2025-11-01,2995,4.67,641,"INE, Viviendas turísticas en España, tabla 39363"
29094,2025-11-01,5048,4.54,1111,"INE, Viviendas turísticas en España, tabla 39363"
29901,2025-11-01,12453,3.99,3120,"INE, Viviendas turísticas en España, tabla 39363"
30003,2025-11-01,1815,5.16,352,"INE, Viviendas turísticas en España, tabla 39363"
30005,2025-11-01,37,5.29,7,"INE, Viviendas turísticas en España, tabla 39363"
30015,2025-11-01,454,7.32,62,"INE, Viviendas turísticas en España, tabla 39363"
30016,2025-11-01,6001,5.27,1138,"INE, Viviendas turísticas en España, tabla 39363"
30019,2025-11-01,39,5.57,7,"INE, Viviendas turísticas en España, tabla 39363"
30022,2025-11-01,101,6.73,15,"INE, Viviendas turísticas en España, tabla 39363"
30024,2025-11-01,386,5.94,65,"INE, Viviendas turísticas en España, tabla 39363"
30026,2025-11-01,2182,5.02,435,"INE, Viviendas turísticas en España, tabla 39363"
30027,2025-11-01,211,7.81,27,"INE, Viviendas turísticas en España, tabla 39363"
30030,2025-11-01,3319,4.72,703,"INE, Viviendas turísticas en España, tabla 39363"
30035,2025-11-01,4527,5.04,898,"INE, Viviendas turísticas en España, tabla 39363"
30037,2025-11-01,2794,4.79,583,"INE, Viviendas turísticas en España, tabla 39363"
30039,2025-11-01,92,5.11,18,"INE, Viviendas turísticas en España, tabla 39363"
30043,2025-11-01,190,5.14,37,"INE, Viviendas turísticas en España, tabla 39363"
31201,2025-11-01,2824,4.75,595,"INE, Viviendas turísticas en España, tabla 39363"
31232,2025-11-01,493,5.19,95,"INE, Viviendas turísticas en España, tabla 39363"
32054,2025-11-01,1302,4.86,268,"INE, Viviendas turísticas en España, tabla 39363"
33004,2025-11-01,589,4.75,124,"INE, Viviendas turísticas en España, tabla 39363"
33024,2025-11-01,5713,4.75,1202,"INE, Viviendas turísticas en España, tabla 39363"
33031,2025-11-01,91,5.69,16,"INE, Viviendas turísticas en España, tabla 39363"
33037,2025-11-01,190,4.75,40,"INE, Viviendas turísticas en España, tabla 39363"
33044,2025-11-01,3388,4.3,788,"INE, Viviendas turísticas en España, tabla 39363"
33066,2025-11-01,354,6.32,56,"INE, Viviendas turísticas en España, tabla 39363"
34120,2025-11-01,199,4.15,48,"INE, Viviendas turísticas en España, tabla 39363"
35002,2025-11-01,1305,4.26,306,"INE, Viviendas turísticas en España, tabla 39363"
35004,2025-11-01,2036,3.95,515,"INE, Viviendas turísticas en España, tabla 39363"
35006,2025-11-01,622,4.78,130,"INE, Viviendas turísticas en España, tabla 39363"
35011,2025-11-01,606,4.42,137,"INE, Viviendas turísticas en España, tabla 39363"
35014,2025-11-01,17287,4.27,4047,"INE, Viviendas turísticas en España, tabla 39363"
35016,2025-11-01,10586,3.53,2995,"INE, Viviendas turísticas en España, tabla 39363"
35017,2025-11-01,1600,4.06,394,"INE, Viviendas turísticas en España, tabla 39363"
35019,2025-11-01,16341,4.18,3912,"INE, Viviendas turísticas en España, tabla 39363"
35022,2025-11-01,1070,3.91,274,"INE, Viviendas turísticas en España, tabla 39363"
35026,2025-11-01,2001,4.16,481,"INE, Viviendas turísticas en España, tabla 39363"
36008,2025-11-01,1423,4.55,313,"INE, Viviendas turísticas en España, tabla 39363"
36026,2025-11-01,727,5.05,144,"INE, Viviendas turísticas en España, tabla 39363"
36038,2025-11-01,1228,4.97,247,"INE, Viviendas turísticas en España, tabla 39363"
36045,2025-11-01,903,5.64,160,"INE, Viviendas turísticas en España, tabla 39363"
36057,2025-11-01,5262,4.46,1180,"INE, Viviendas turísticas en España, tabla 39363"
36060,2025-11-01,1240,5.12,242,"INE, Viviendas turísticas en España, tabla 39363"
37274,2025-11-01,2624,4.32,607,"INE, Viviendas turísticas en España, tabla 39363"
38001,2025-11-01,17744,4.34,4086,"INE, Viviendas turísticas en España, tabla 39363"
38006,2025-11-01,16918,3.99,4241,"INE, Viviendas turísticas en España, tabla 39363"
38011,2025-11-01,1626,4.2,387,"INE, Viviendas turísticas en España, tabla 39363"
38017,2025-11-01,4543,4.16,1093,"INE, Viviendas turísticas en España, tabla 39363"
38023,2025-11-01,2047,3.68,557,"INE, Viviendas turísticas en España, tabla 39363"
38026,2025-11-01,1497,4.26,351,"INE, Viviendas turísticas en España, tabla 39363"
38028,2025-11-01,3585,3.45,1039,"INE, Viviendas turísticas en España, tabla 39363"
38031,2025-11-01,1121,3.93,285,"INE, Viviendas turísticas en España, tabla 39363"
38038,2025-11-01,3812,3.91,974,"INE, Viviendas turísticas en España, tabla 39363"
39016,2025-11-01,302,5.03,60,"INE, Viviendas turísticas en España, tabla 39363"
39020,2025-11-01,873,5.11,171,"INE, Viviendas turísticas en España, tabla 39363"
39075,2025-11-01,5144,4.23,1216,"INE, Viviendas turísticas en España, tabla 39363"
39087,2025-11-01,266,4.84,55,"INE, Viviendas turísticas en España, tabla 39363"
40194,2025-11-01,608,5.33,114,"INE, Viviendas turísticas en España, tabla 39363"
41004,2025-11-01,415,5.46,76,"INE, Viviendas turísticas en España, tabla 39363"
41021,2025-11-01,190,4.22,45,"INE, Viviendas turísticas en España, tabla 39363"
41024,2025-11-01,576,5.33,108,"INE, Viviendas turísticas en España, tabla 39363"
41034,2025-11-01,85,4.47,19,"INE, Viviendas turísticas en España, tabla 39363"
41038,2025-11-01,501,4.73,106,"INE, Viviendas turísticas en España, tabla 39363"
41039,2025-11-01,295,5.57,53,"INE, Viviendas turísticas en España, tabla 39363"
41053,2025-11-01,58,5.27,11,"INE, Viviendas turísticas en España, tabla 39363"
41059,2025-11-01,408,5.04,81,"INE, Viviendas turísticas en España, tabla 39363"
41065,2025-11-01,58,7.25,8,"INE, Viviendas turísticas en España, tabla 39363"
41069,2025-11-01,53,7.57,7,"INE, Viviendas turísticas en España, tabla 39363"
41081,2025-11-01,81,5.06,16,"INE, Viviendas turísticas en España, tabla 39363"
41091,2025-11-01,29763,4.2,7087,"INE, Viviendas turísticas en España, tabla 39363"
41095,2025-11-01,148,4.93,30,"INE, Viviendas turísticas en España, tabla 39363"
42173,2025-11-01,815,5.4,151,"INE, Viviendas turísticas en España, tabla 39363"
43038,2025-11-01,5416,5.71,948,"INE, Viviendas turísticas en España, tabla 39363"
43123,2025-11-01,291,5.6,52,"INE, Viviendas turísticas en España, tabla 39363"
43148,2025-11-01,4287,5.75,746,"INE, Viviendas turísticas en España, tabla 39363"
43155,2025-11-01,272,5.23,52,"INE, Viviendas turísticas en España, tabla 39363"
43163,2025-11-01,1812,5.96,304,"INE, Viviendas turísticas en España, tabla 39363"
43905,2025-11-01,12683,5.88,2157,"INE, Viviendas turísticas en España, tabla 39363"
44216,2025-11-01,685,5.71,120,"INE, Viviendas turísticas en España, tabla 39363"
45081,2025-11-01,38,4.22,9,"INE, Viviendas turísticas en España, tabla 39363"
45165,2025-11-01,264,4.19,63,"INE, Viviendas turísticas en España, tabla 39363"
45168,2025-11-01,3540,4.91,721,"INE, Viviendas turísticas en España, tabla 39363"
46005,2025-11-01,59,4.21,14,"INE, Viviendas turísticas en España, tabla 39363"
46017,2025-11-01,200,5.13,39,"INE, Viviendas turísticas en España, tabla 39363"
46021,2025-11-01,31,4.43,7,"INE, Viviendas turísticas en España, tabla 39363"
46029,2025-11-01,49,4.45,11,"INE, Viviendas turísticas en España, tabla 39363"
46078,2025-11-01,282,4.34,65,"INE, Viviendas turísticas en España, tabla 39363"
46094,2025-11-01,113,4.71,24,"INE, Viviendas turísticas en España, tabla 39363"
46102,2025-11-01,27,5.4,5,"INE, Viviendas turísticas en España, tabla 39363"
46110,2025-11-01,46,4.18,11,"INE, Viviendas turísticas en España, tabla 39363"
46131,2025-11-01,5608,5.12,1096,"INE, Viviendas turísticas en España, tabla 39363"
46145,2025-11-01,263,4.78,55,"INE, Viviendas turísticas en España, tabla 39363"
46159,2025-11-01,192,6.19,31,"INE, Viviendas turísticas en España, tabla 39363"
46169,2025-11-01,273,5.06,54,"INE, Viviendas turísticas en España, tabla 39363"
46181,2025-11-01,4663,5.15,906,"INE, Viviendas turísticas en España, tabla 39363"
46184,2025-11-01,240,4.71,51,"INE, Viviendas turísticas en España, tabla 39363"
46190,2025-11-01,482,5.02,96,"INE, Viviendas turísticas en España, tabla 39363"
46220,2025-11-01,2107,5.49,384,"INE, Viviendas turísticas en España, tabla 39363"
46235,2025-11-01,975,5.64,173,"INE, Viviendas turísticas en España, tabla 39363"
46244,2025-11-01,253,5.27,48,"INE, Viviendas turísticas en España, tabla 39363"
46250,2025-11-01,25390,4.34,5852,"INE, Viviendas turísticas en España, tabla 39363"
47186,2025-11-01,900,3.72,242,"INE, Viviendas turísticas en España, tabla 39363"
48013,2025-11-01,298,3.87,77,"INE, Viviendas turísticas en España, tabla 39363"
48015,2025-11-01,83,3.32,25,"INE, Viviendas turísticas en España, tabla 39363"
48020,2025-11-01,4613,3.85,1199,"INE, Viviendas turísticas en España, tabla 39363"
48027,2025-11-01,49,3.77,13,"INE, Viviendas turísticas en España, tabla 39363"
48036,2025-11-01,31,3.44,9,"INE, Viviendas turísticas en España, tabla 39363"
48044,2025-11-01,451,4.34,104,"INE, Viviendas turísticas en España, tabla 39363"
48054,2025-11-01,34,3.78,9,"INE, Viviendas turísticas en España, tabla 39363"
48078,2025-11-01,78,3.39,23,"INE, Viviendas turísticas en España, tabla 39363"
48082,2025-11-01,68,3.58,19,"INE, Viviendas turísticas en España, tabla 39363"
48084,2025-11-01,66,3.3,20,"INE, Viviendas turísticas en España, tabla 39363"
49275,2025-11-01,828,4.87,170,"INE, Viviendas turísticas en España, tabla 39363"
50297,2025-11-01,3575,4.36,820,"INE, Viviendas turísticas en España, tabla 39363"
51001,2025-11-01,183,3.98,46,"INE, Viviendas turísticas en España, tabla 39363"
52001,2025-11-01,143,4.77,30,"INE, Viviendas turísticas en España, tabla 39363"
01059,2026-05-01,409,3.97,103,"INE, Viviendas turísticas en España, tabla 39363"
02003,2026-05-01,989,4.58,216,"INE, Viviendas turísticas en España, tabla 39363"
02009,2026-05-01,150,4.29,35,"INE, Viviendas turísticas en España, tabla 39363"
02037,2026-05-01,118,5.13,23,"INE, Viviendas turísticas en España, tabla 39363"
02081,2026-05-01,123,8.2,15,"INE, Viviendas turísticas en España, tabla 39363"
03009,2026-05-01,251,4.11,61,"INE, Viviendas turísticas en España, tabla 39363"
03014,2026-05-01,12519,4.39,2854,"INE, Viviendas turísticas en España, tabla 39363"
03031,2026-05-01,11670,4.55,2564,"INE, Viviendas turísticas en España, tabla 39363"
03047,2026-05-01,15792,5.37,2943,"INE, Viviendas turísticas en España, tabla 39363"
03050,2026-05-01,5899,5.46,1081,"INE, Viviendas turísticas en España, tabla 39363"
03059,2026-05-01,91,5.69,16,"INE, Viviendas turísticas en España, tabla 39363"
03063,2026-05-01,14679,5.02,2926,"INE, Viviendas turísticas en España, tabla 39363"
03065,2026-05-01,2697,5.02,537,"INE, Viviendas turísticas en España, tabla 39363"
03066,2026-05-01,122,5.81,21,"INE, Viviendas turísticas en España, tabla 39363"
03082,2026-05-01,14683,6.1,2406,"INE, Viviendas turísticas en España, tabla 39363"
03093,2026-05-01,155,4.56,34,"INE, Viviendas turísticas en España, tabla 39363"
03099,2026-05-01,10674,5.11,2090,"INE, Viviendas turísticas en España, tabla 39363"
03104,2026-05-01,50,4.55,11,"INE, Viviendas turísticas en España, tabla 39363"
03121,2026-05-01,7985,5.16,1548,"INE, Viviendas turísticas en España, tabla 39363"
03122,2026-05-01,359,6.19,58,"INE, Viviendas turísticas en España, tabla 39363"
03133,2026-05-01,17195,4.42,3887,"INE, Viviendas turísticas en España, tabla 39363"
03139,2026-05-01,4080,4.4,928,"INE, Viviendas turísticas en España, tabla 39363"
03140,2026-05-01,225,6.08,37,"INE, Viviendas turísticas en España, tabla 39363"
04013,2026-05-01,4269,4.45,960,"INE, Viviendas turísticas en España, tabla 39363"
04066,2026-05-01,5141,4.83,1065,"INE, Viviendas turísticas en España, tabla 39363"
04079,2026-05-01,4572,4.4,1040,"INE, Viviendas turísticas en España, tabla 39363"
04902,2026-05-01,732,4.49,163,"INE, Viviendas turísticas en España, tabla 39363"
05019,2026-05-01,1031,5.03,205,"INE, Viviendas turísticas en España, tabla 39363"
06011,2026-05-01,42,3.82,11,"INE, Viviendas turísticas en España, tabla 39363"
06015,2026-05-01,416,4.24,98,"INE, Viviendas turísticas en España, tabla 39363"
06044,2026-05-01,47,5.88,8,"INE, Viviendas turísticas en España, tabla 39363"
06083,2026-05-01,1112,4.12,270,"INE, Viviendas turísticas en España, tabla 39363"
06153,2026-05-01,66,3.3,20,"INE, Viviendas turísticas en España, tabla 39363"
07011,2026-05-01,2159,6.79,318,"INE, Viviendas turísticas en España, tabla 39363"
07015,2026-05-01,6857,5.36,1280,"INE, Viviendas turísticas en España, tabla 39363"
07026,2026-05-01,489,4.79,102,"INE, Viviendas turísticas en España, tabla 39363"
07027,2026-05-01,1497,6.59,227,"INE, Viviendas turísticas en España, tabla 39363"
07031,2026-05-01,3659,6.79,539,"INE, Viviendas turísticas en España, tabla 39363"
07032,2026-05-01,1138,6.62,172,"INE, Viviendas turísticas en España, tabla 39363"
07033,2026-05-01,5437,6.4,850,"INE, Viviendas turísticas en España, tabla 39363"
07036,2026-05-01,791,7.53,105,"INE, Viviendas turísticas en España, tabla 39363"
07040,2026-05-01,3501,6.51,538,"INE, Viviendas turísticas en España, tabla 39363"
07054,2026-05-01,5954,7.72,771,"INE, Viviendas turísticas en España, tabla 39363"
08015,2026-05-01,894,3.92,228,"INE, Viviendas turísticas en España, tabla 39363"
08019,2026-05-01,38864,4.72,8231,"INE, Viviendas turísticas en España, tabla 39363"
08056,2026-05-01,1221,5.17,236,"INE, Viviendas turísticas en España, tabla 39363"
08073,2026-05-01,377,4.33,87,"INE, Viviendas turísticas en España, tabla 39363"
08077,2026-05-01,161,3.29,49,"INE, Viviendas turísticas en España, tabla 39363"
08089,2026-05-01,331,5.02,66,"INE, Viviendas turísticas en España, tabla 39363"
08096,2026-05-01,56,4.31,13,"INE, Viviendas turísticas en España, tabla 39363"
08101,2026-05-01,3268,3.67,890,"INE, Viviendas turísticas en España, tabla 39363"
08102,2026-05-01,76,4.0,19,"INE, Viviendas turísticas en España, tabla 39363"
08113,2026-05-01,286,3.81,75,"INE, Viviendas turísticas en España, tabla 39363"
08114,2026-05-01,37,3.08,12,"INE, Viviendas turísticas en España, tabla 39363"
08121,2026-05-01,547,4.21,130,"INE, Viviendas turísticas en España, tabla 39363"
08124,2026-05-01,50,5.0,10,"INE, Viviendas turísticas en España, tabla 39363"
08125,2026-05-01,48,4.0,12,"INE, Viviendas turísticas en España, tabla 39363"
08163,2026-05-01,1270,5.02,253,"INE, Viviendas turísticas en España, tabla 39363"
08169,2026-05-01,264,3.52,75,"INE, Viviendas turísticas en España, tabla 39363"
08172,2026-05-01,234,4.5,52,"INE, Viviendas turísticas en España, tabla 39363"
08180,2026-05-01,25,4.17,6,"INE, Viviendas turísticas en España, tabla 39363"
08184,2026-05-01,175,5.65,31,"INE, Viviendas turísticas en España, tabla 39363"
08187,2026-05-01,285,4.13,69,"INE, Viviendas turísticas en España, tabla 39363"
08194,2026-05-01,1080,4.62,234,"INE, Viviendas turísticas en España, tabla 39363"
08196,2026-05-01,0,,0,"INE, Viviendas turísticas en España, tabla 39363"
08200,2026-05-01,89,4.94,18,"INE, Viviendas turísticas en España, tabla 39363"
08205,2026-05-01,400,4.6,87,"INE, Viviendas turísticas en España, tabla 39363"
08211,2026-05-01,51,3.92,13,"INE, Viviendas turísticas en España, tabla 39363"
08217,2026-05-01,42,3.5,12,"INE, Viviendas turísticas en España, tabla 39363"
08231,2026-05-01,1106,6.91,160,"INE, Viviendas turísticas en España, tabla 39363"
08245,2026-05-01,224,3.93,57,"INE, Viviendas turísticas en España, tabla 39363"
08252,2026-05-01,59,4.92,12,"INE, Viviendas turísticas en España, tabla 39363"
08260,2026-05-01,0,,0,"INE, Viviendas turísticas en España, tabla 39363"
08263,2026-05-01,28,4.67,6,"INE, Viviendas turísticas en España, tabla 39363"
